file,line,kind,literal,context
paper1/CLAIMS.md,11,bare_filename,main.tex,"| c1c08b6 | The deployed selector incurs 52.8 ms per frame on a single CPU core, fitting the 100 ms budget of a 10 Hz LiDAR cycle. | 52.8, 100, 10 | test | latency (ms), batch-1 | "
paper1/CLAIMS.md,13,relpath_other,16/256-QAM,"| c21407d | We provide a communication-aware evaluation protocol under AWGN and Rayleigh channels, comparing fixed object-level transmission, fixed feature-level transmission with "
paper1/CLAIMS.md,17,relpath_other,Mbit/s,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,17,relpath_other,bit/frame,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,17,bare_filename,main.tex,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,17,relpath_other,kbit/frame,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,17,relpath_other,Mbit/s,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,17,bare_filename,main.tex,"| c0a4e89 | The request thus costs 2 bits per frame at 10 Hz, i.e., 20 bps, which is negligible relative to the 24 kbit per frame (0.24 Mbit/s at 10 Hz) L payload and is already pr"
paper1/CLAIMS.md,18,relpath_other,rate-1/2,"| c6e987c | Message Candidates[label] At each frame, the sender selects one communication mode from the deployed action set where L denotes object-level communication and C_16 deno"
paper1/CLAIMS.md,19,relpath_other,rate-1/2,"| c135ef4 | A second feature-level mode C_256 (256-QAM, same rate-1/2 LDPC) completes the granularity ladder addressable by the request field, but is dominated by C_16 and is there"
paper1/CLAIMS.md,20,bare_filename,main.tex,| cd89397 | The two feature-level modes carry the same perception payload of approximately 1.98 Mbit but require different numbers of channel uses because of the different spectral
paper1/CLAIMS.md,20,relpath_local,code/payload_audit.py,| cd89397 | The two feature-level modes carry the same perception payload of approximately 1.98 Mbit but require different numbers of channel uses because of the different spectral
paper1/CLAIMS.md,20,bare_filename,payload_audit.py,| cd89397 | The two feature-level modes carry the same perception payload of approximately 1.98 Mbit but require different numbers of channel uses because of the different spectral
paper1/CLAIMS.md,20,relpath_other,17/17,| cd89397 | The two feature-level modes carry the same perception payload of approximately 1.98 Mbit but require different numbers of channel uses because of the different spectral
paper1/CLAIMS.md,20,bare_filename,main.tex,| cd89397 | The two feature-level modes carry the same perception payload of approximately 1.98 Mbit but require different numbers of channel uses because of the different spectral
paper1/CLAIMS.md,21,relpath_other,rate-1/2,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_other,bit/sym,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_other,bit/sym,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_other,4/8,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_other,bit/sym,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,bare_filename,main.tex,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_local,code/payload_audit.py,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,bare_filename,payload_audit.py,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,relpath_other,17/17,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,21,bare_filename,main.tex,"| cf5b914 | Of the two feature-level modes, the 256-QAM variant (C256) halves the per-frame channel use of the 16-QAM feature message (0.495 vs. 0.99 Msym for C256 and C16, respect"
paper1/CLAIMS.md,22,relpath_local,results/c256_dominance_verify.csv,"| c051f7f | C256 is thus dominated (eff_C256 ≤ eff_C16) on 99.7 / 98.5 / 100.0\% of validation / test / Culver-City frames;Fractions rounded to 0.1 pp. | 256, 16, 99.7, 98.5, 100.0"
paper1/CLAIMS.md,22,relpath_local,code/verify_c256_dominance.py,"| c051f7f | C256 is thus dominated (eff_C256 ≤ eff_C16) on 99.7 / 98.5 / 100.0\% of validation / test / Culver-City frames;Fractions rounded to 0.1 pp. | 256, 16, 99.7, 98.5, 100.0"
paper1/CLAIMS.md,22,bare_filename,main.tex,"| c051f7f | C256 is thus dominated (eff_C256 ≤ eff_C16) on 99.7 / 98.5 / 100.0\% of validation / test / Culver-City frames;Fractions rounded to 0.1 pp. | 256, 16, 99.7, 98.5, 100.0"
paper1/CLAIMS.md,23,relpath_local,results/c256_dominance_verify.csv,"| c957776 | All four come from one run of the dominance-verification procedure, which asserts frac\_dominated=frac(comp ≥ ego) +frac(comp<ego b_16=b_256) at the count level; displa"
paper1/CLAIMS.md,23,relpath_local,code/verify_c256_dominance.py,"| c957776 | All four come from one run of the dominance-verification procedure, which asserts frac\_dominated=frac(comp ≥ ego) +frac(comp<ego b_16=b_256) at the count level; displa"
paper1/CLAIMS.md,23,bare_filename,main.tex,"| c957776 | All four come from one run of the dominance-verification procedure, which asserts frac\_dominated=frac(comp ≥ ego) +frac(comp<ego b_16=b_256) at the count level; displa"
paper1/CLAIMS.md,24,relpath_other,Es/N0,"| c8583d4 | Physically, 256-QAM right-shifts the AWGN frame-error cliff from 8.0 to 16.5 dB,Es/N0 onset at which the frame-level BLER first falls below 0.999 -- the same 0.999 cons"
paper1/CLAIMS.md,24,relpath_local,results/bler_sionna/bler_sionna.csv,"| c8583d4 | Physically, 256-QAM right-shifts the AWGN frame-error cliff from 8.0 to 16.5 dB,Es/N0 onset at which the frame-level BLER first falls below 0.999 -- the same 0.999 cons"
paper1/CLAIMS.md,24,relpath_other,Es/N0,"| c8583d4 | Physically, 256-QAM right-shifts the AWGN frame-error cliff from 8.0 to 16.5 dB,Es/N0 onset at which the frame-level BLER first falls below 0.999 -- the same 0.999 cons"
paper1/CLAIMS.md,24,bare_filename,main.tex,"| c8583d4 | Physically, 256-QAM right-shifts the AWGN frame-error cliff from 8.0 to 16.5 dB,Es/N0 onset at which the frame-level BLER first falls below 0.999 -- the same 0.999 cons"
paper1/CLAIMS.md,26,relpath_local,results/c256_dominance_verify.csv,"| cbe428c | The deployed classifier's class set is \L, C16\ -- the imitated oracle labels carry zero C256 at this operating point -- so the count is structurally zero; we report th"
paper1/CLAIMS.md,26,relpath_local,code/verify_c256_dominance.py,"| cbe428c | The deployed classifier's class set is \L, C16\ -- the imitated oracle labels carry zero C256 at this operating point -- so the count is structurally zero; we report th"
paper1/CLAIMS.md,26,bare_filename,main.tex,"| cbe428c | The deployed classifier's class set is \L, C16\ -- the imitated oracle labels carry zero C256 at this operating point -- so the count is structurally zero; we report th"
paper1/CLAIMS.md,29,relpath_local,results/policy/threshold_vs_rf.csv,"| c351473 | We treat the object-level message L as a low-rate robust message in the evaluated SNR range, motivated by its small payload (approximately 0.024 Mbit) that allows aggre"
paper1/CLAIMS.md,29,relpath_local,code/payload_audit.py,"| c351473 | We treat the object-level message L as a low-rate robust message in the evaluated SNR range, motivated by its small payload (approximately 0.024 Mbit) that allows aggre"
paper1/CLAIMS.md,29,bare_filename,payload_audit.py,"| c351473 | We treat the object-level message L as a low-rate robust message in the evaluated SNR range, motivated by its small payload (approximately 0.024 Mbit) that allows aggre"
paper1/CLAIMS.md,29,bare_filename,main.tex,"| c351473 | We treat the object-level message L as a low-rate robust message in the evaluated SNR range, motivated by its small payload (approximately 0.024 Mbit) that allows aggre"
paper1/CLAIMS.md,30,relpath_other,16/256-QAM,"| c6263f5 | Fig. [ref] plots the resulting BLER_q() for the LDPC + 16/256-QAM configurations under both channels, making explicit the threshold (cliff) behaviour that the selector "
paper1/CLAIMS.md,31,relpath_other,Msym/frame,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,relpath_other,1/2,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,relpath_other,rate-1/2,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,bare_filename,main.tex,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,relpath_local,code/payload_audit.py,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,bare_filename,payload_audit.py,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,relpath_other,17/17,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,31,bare_filename,main.tex,"| c38d591 | Communication Cost Let B_s denote the per-frame payload in channel-use-equivalent mega-symbols (Msym) for mode s, accounting for the spectral efficiency of the modulati"
paper1/CLAIMS.md,32,relpath_other,rate-1/2,"| c43ecae | The object-level message is sent as a protected low-rate message at approximately 1 bit per channel use (rate-1/2 QPSK), so its 0.024 Mbit of information occupies ≈ 0.0"
paper1/CLAIMS.md,32,relpath_local,results/policy/threshold_vs_rf.csv,"| c43ecae | The object-level message is sent as a protected low-rate message at approximately 1 bit per channel use (rate-1/2 QPSK), so its 0.024 Mbit of information occupies ≈ 0.0"
paper1/CLAIMS.md,32,relpath_local,code/payload_audit.py,"| c43ecae | The object-level message is sent as a protected low-rate message at approximately 1 bit per channel use (rate-1/2 QPSK), so its 0.024 Mbit of information occupies ≈ 0.0"
paper1/CLAIMS.md,32,bare_filename,payload_audit.py,"| c43ecae | The object-level message is sent as a protected low-rate message at approximately 1 bit per channel use (rate-1/2 QPSK), so its 0.024 Mbit of information occupies ≈ 0.0"
paper1/CLAIMS.md,32,bare_filename,main.tex,"| c43ecae | The object-level message is sent as a protected low-rate message at approximately 1 bit per channel use (rate-1/2 QPSK), so its 0.024 Mbit of information occupies ≈ 0.0"
paper1/CLAIMS.md,33,relpath_other,Msym/frame,| c529fd6 | This → 0^+ point is the relevant one for this paper because (i) the L payload B_L = 0.024 Msym/frame is already small enough that the bandwidth constraint becomes non-b
paper1/CLAIMS.md,34,bare_filename,main.tex,| c28cf85 | The compressed-feature mode C_q delivers ``rate'' R_C_q = 3.96 / _2 M_q in channel-use megasymbols (Msym)---0.99 and 0.495 Msym for C_16 and C_256---modulated by a chan
paper1/CLAIMS.md,34,relpath_local,code/payload_audit.py,| c28cf85 | The compressed-feature mode C_q delivers ``rate'' R_C_q = 3.96 / _2 M_q in channel-use megasymbols (Msym)---0.99 and 0.495 Msym for C_16 and C_256---modulated by a chan
paper1/CLAIMS.md,34,bare_filename,payload_audit.py,| c28cf85 | The compressed-feature mode C_q delivers ``rate'' R_C_q = 3.96 / _2 M_q in channel-use megasymbols (Msym)---0.99 and 0.495 Msym for C_16 and C_256---modulated by a chan
paper1/CLAIMS.md,34,relpath_other,17/17,| c28cf85 | The compressed-feature mode C_q delivers ``rate'' R_C_q = 3.96 / _2 M_q in channel-use megasymbols (Msym)---0.99 and 0.495 Msym for C_16 and C_256---modulated by a chan
paper1/CLAIMS.md,34,bare_filename,main.tex,| c28cf85 | The compressed-feature mode C_q delivers ``rate'' R_C_q = 3.96 / _2 M_q in channel-use megasymbols (Msym)---0.99 and 0.495 Msym for C_16 and C_256---modulated by a chan
paper1/CLAIMS.md,38,relpath_other,Msym/frame,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,38,relpath_other,Msym/frame,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,38,relpath_local,results/policy/threshold_vs_rf.csv,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,38,relpath_local,code/payload_audit.py,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,38,bare_filename,payload_audit.py,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,38,bare_filename,main.tex,"| c262629 | Its average payload is approximately B_L = 0.024 Msym/frame, allowing it to be transmitted with strong channel coding and treated as channel-invariant in the evaluated "
paper1/CLAIMS.md,39,relpath_other,Msym/frame,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,relpath_other,Msym/frame,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,bare_filename,main.tex,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,relpath_local,code/payload_audit.py,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,bare_filename,payload_audit.py,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,relpath_other,17/17,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,39,bare_filename,main.tex,"| c694801 | The C_16 mode is more reliable but less spectrally efficient (channel-use payload B_C_16 ≈ 0.99 Msym/frame), while the C_256 mode is more spectrally efficient but more "
paper1/CLAIMS.md,40,relpath_local,results/p2_latency/latency_frozen.csv,"| cac0943 | Third, its per-frame inference cost on a single CPU core is 52.8 ± 5.7 ms (P95 = 59.1 ms), measured over 2,000 trials (Section [ref]); this fits the 100 ms budget of a "
paper1/CLAIMS.md,40,relpath_local,code/rf_latency_benchmark.py,"| cac0943 | Third, its per-frame inference cost on a single CPU core is 52.8 ± 5.7 ms (P95 = 59.1 ms), measured over 2,000 trials (Section [ref]); this fits the 100 ms budget of a "
paper1/CLAIMS.md,40,bare_filename,main.tex,"| cac0943 | Third, its per-frame inference cost on a single CPU core is 52.8 ± 5.7 ms (P95 = 59.1 ms), measured over 2,000 trials (Section [ref]); this fits the 100 ms budget of a "
paper1/CLAIMS.md,43,relpath_other,Mbit/frame---a,"| c94d26a | The object-level message L carries the collaborator's detected objects; on the OPV2V validate split a frame contains on average 27 detected objects, and encoding each a"
paper1/CLAIMS.md,43,relpath_local,results/policy/threshold_vs_rf.csv,"| c94d26a | The object-level message L carries the collaborator's detected objects; on the OPV2V validate split a frame contains on average 27 detected objects, and encoding each a"
paper1/CLAIMS.md,43,relpath_local,code/payload_audit.py,"| c94d26a | The object-level message L carries the collaborator's detected objects; on the OPV2V validate split a frame contains on average 27 detected objects, and encoding each a"
paper1/CLAIMS.md,43,bare_filename,payload_audit.py,"| c94d26a | The object-level message L carries the collaborator's detected objects; on the OPV2V validate split a frame contains on average 27 detected objects, and encoding each a"
paper1/CLAIMS.md,43,bare_filename,main.tex,"| c94d26a | The object-level message L carries the collaborator's detected objects; on the OPV2V validate split a frame contains on average 27 detected objects, and encoding each a"
paper1/CLAIMS.md,44,relpath_local,code/payload_audit.py,| c6dc5e0 | The feature-level message encodes the transmitted BEV feature tensor of size 256 × 48 × 176 ≈ 2.16 × 10^6 elements: the 281.6 × 76.8 m detection range at 0.4 m voxels y
paper1/CLAIMS.md,44,bare_filename,payload_audit.py,| c6dc5e0 | The feature-level message encodes the transmitted BEV feature tensor of size 256 × 48 × 176 ≈ 2.16 × 10^6 elements: the 281.6 × 76.8 m detection range at 0.4 m voxels y
paper1/CLAIMS.md,44,relpath_other,bit/elem,| c6dc5e0 | The feature-level message encodes the transmitted BEV feature tensor of size 256 × 48 × 176 ≈ 2.16 × 10^6 elements: the 281.6 × 76.8 m detection range at 0.4 m voxels y
paper1/CLAIMS.md,44,bare_filename,main.tex,| c6dc5e0 | The feature-level message encodes the transmitted BEV feature tensor of size 256 × 48 × 176 ≈ 2.16 × 10^6 elements: the 281.6 × 76.8 m detection range at 0.4 m voxels y
paper1/CLAIMS.md,45,relpath_other,Mbit/frame,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,45,relpath_other,bit/elem,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,45,relpath_local,code/payload_audit.py,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,45,bare_filename,payload_audit.py,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,45,relpath_other,bit/elem,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,45,bare_filename,main.tex,"| c05116d | We adopt a fixed source budget of B_C ≈ 1.98 Mbit/frame for the feature message, i.e.\ ≈ 0.92 bit per element of this 2.16 × 10^6-element tensor; because every comparis"
paper1/CLAIMS.md,46,relpath_other,rate-1/2,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,relpath_other,Msym/frame,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,relpath_other,Msym/frame,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,bare_filename,main.tex,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,relpath_local,code/payload_audit.py,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,bare_filename,payload_audit.py,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,relpath_other,17/17,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,46,bare_filename,main.tex,| cd0421c | Both feature modes C_16 and C_256 carry this same 1.98 Mbit perception payload but require different numbers of channel uses; applying the rate-1/2 coded-bit conversion
paper1/CLAIMS.md,49,relpath_other,configuration---rate-1/2,"| c1c7e4f | This transport configuration---rate-1/2 LDPC with 16-/256-QAM, compared at matched channel uses---matches the conventional digital baseline of SComCP [cite]. | 1, 2, 16"
paper1/CLAIMS.md,49,relpath_other,16-/256-QAM,"| c1c7e4f | This transport configuration---rate-1/2 LDPC with 16-/256-QAM, compared at matched channel uses---matches the conventional digital baseline of SComCP [cite]. | 1, 2, 16"
paper1/CLAIMS.md,51,relpath_other,AWGN/Rayleigh,| c12100b | Run-to-run variance is exposed not by a within-validate resplit but by averaging all realised-F1 and payload metrics over 200 Monte-Carlo channel realisations per opera
paper1/CLAIMS.md,54,relpath_other,16/256-QAM,"| c29e50e | LDPC + 16/256-QAM (separate coding). Standard separate source-channel coding baselines using rate-1/2 LDPC with 16-QAM and 256-QAM modulation [cite]. | 16, 256, 1, 2 | "
paper1/CLAIMS.md,54,relpath_other,rate-1/2,"| c29e50e | LDPC + 16/256-QAM (separate coding). Standard separate source-channel coding baselines using rate-1/2 LDPC with 16-QAM and 256-QAM modulation [cite]. | 16, 256, 1, 2 | "
paper1/CLAIMS.md,55,relpath_other,Msym/frame,"| c74e218 | Evaluation Metrics We report AP@0.5 and AP@0.7 for end-to-end detection performance, mean realised frame F1 for fine-grained frame-level behaviour, and average payload "
paper1/CLAIMS.md,56,relpath_other,Msym/frame,"| c865b3f | We therefore report the true end-to-end detection AP in the two regimes that define the policy: the fallback regime (fading or low-SNR AWGN), where holds L at 0.024 Msy"
paper1/CLAIMS.md,57,relpath_local,results/true_e2e_global_validate.csv,"| ccc975b | AP@0.5 rises by +0.026 (validate) and +0.072 (Culver-City) over the object-level baseline, and AP@0.7 by +0.021 and +0.057; on the sparser test split, where object-leve"
paper1/CLAIMS.md,57,relpath_local,code/true_e2e_global.py,"| ccc975b | AP@0.5 rises by +0.026 (validate) and +0.072 (Culver-City) over the object-level baseline, and AP@0.7 by +0.021 and +0.057; on the sparser test split, where object-leve"
paper1/CLAIMS.md,57,relpath_local,results/p2_deploy/true_e2e_ap.csv,"| ccc975b | AP@0.5 rises by +0.026 (validate) and +0.072 (Culver-City) over the object-level baseline, and AP@0.7 by +0.021 and +0.057; on the sparser test split, where object-leve"
paper1/CLAIMS.md,58,relpath_other,Msym/frame,"| cae9a57 | The gain is largest on the harder Culver-City domain, and on validate sits within 0.001 AP@0.5 of the perfect-channel feature-level ceiling (0.917). (ii) Under fading o"
paper1/CLAIMS.md,62,relpath_other,16/256-QAM,"| c4d0fc6 | Detection Performance versus SNR Fig. [ref] reports AP@0.5 under AWGN and Rayleigh, comparing with the fixed object-level baseline, ImportanceMapJSCC [cite], LDPC + 16/"
paper1/CLAIMS.md,65,relpath_other,Msym/frame,"| cbc8c38 | uses the L-payload of 0.024 Msym/frame across all SNRs under Rayleigh, and switches from L-payload to a near-C_16-payload at SNR ≈ 12 dB under AWGN, matching the channe"
paper1/CLAIMS.md,75,relpath_other,Msym/frame,"| ccfd433 | The selector therefore captures essentially all of the benefit of feature-level transmission once the LDPC threshold is crossed, while paying only 0.632 Msym/frame at t"
paper1/CLAIMS.md,81,relpath_other,Msym/frame,"| ced409d | and a -cost RF retrained on _s(F_t^s- B_s) labels lie on the frontier between Fixed L and the oracle: on test, the deployed selector reaches F1 0.909 at 0.251 Msym/fram"
paper1/CLAIMS.md,81,relpath_local,results/policy/threshold_vs_rf.csv,"| ced409d | and a -cost RF retrained on _s(F_t^s- B_s) labels lie on the frontier between Fixed L and the oracle: on test, the deployed selector reaches F1 0.909 at 0.251 Msym/fram"
