file,verdict,disposition,new_path,named_by
paper1/paper/figures/fig_stacked_area.pdf,ALIVE,MOVE,paper/figures/fig_stacked_area.pdf,paper1/REPRODUCE.md;paper1/code/plot_stacked_area.py;paper1/paper/main.tex
paper1/paper/figures/fig_two_regime.pdf,ALIVE,MOVE,paper/figures/fig_two_regime.pdf,paper1/REPRODUCE.md;paper1/code/extra_experiments/jscc_perframe/make_two_regime_figure.py;paper1/paper/main.tex
paper1/paper/main.tex,LIVE-ROOT,MOVE,paper/main.tex,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/REPRODUCE.md
paper1/paper/refs.bib,KEEP-P5,MOVE,paper/refs.bib,
paper1/results/DATA_MANIFEST.md,KEEP-P5,MOVE,docs/data_manifest.md,
paper1/results/INVARIANCE_NOTE.md,KEEP-P5,MOVE,docs/invariance_note.md,
paper1/results/PARAGRAPH_DRAFTS.md,ALIVE,MOVE,paper/paragraph_drafts.md,paper1/code/verify_paragraph_insert.py
paper1/results/STALE_FINGERPRINTS.md,LIVE-ROOT,MOVE,tests/stale_fingerprints.md,paper1/PROTOCOL.md;paper1/REPRODUCE.md
paper1/results/a2_difficulty.csv,DELETE,DELETE,,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a2_difficulty.py
paper1/results/a2_difficulty_reliable.csv,DELETE,DELETE,,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a2_difficulty.py
paper1/results/ablation/a2_difficulty.csv,ALIVE,MOVE,results/sensitivity/ablation/a2_difficulty.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a2_difficulty.py
paper1/results/ablation/a2_difficulty_reliable.csv,ALIVE,MOVE,results/sensitivity/ablation/a2_difficulty_reliable.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a2_difficulty.py
paper1/results/ablation/a7_ablation.csv,ALIVE,MOVE,results/sensitivity/ablation/a7_ablation.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a7_ablation.py
paper1/results/ablation/a7_cue_value.csv,ALIVE,MOVE,results/sensitivity/ablation/a7_cue_value.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/a7_ablation.py
paper1/results/ablation/a8_models.csv,ALIVE,MOVE,results/sensitivity/ablation/a8_models.csv,paper1/README.md;paper1/code/extra_experiments/a8_models.py
paper1/results/ablation/robustness_aging.csv,KEEP-P5,MOVE,results/sensitivity/ablation/robustness_aging.csv,
paper1/results/ablation/robustness_csi_noise.csv,ALIVE,MOVE,results/sensitivity/ablation/robustness_csi_noise.csv,paper1/README.md
paper1/results/ablation/robustness_staleness.csv,KEEP-P5,MOVE,results/sensitivity/ablation/robustness_staleness.csv,
paper1/results/bler_sionna/PROVENANCE.txt,ALIVE,MOVE,results/provenance/PROVENANCE.txt,paper1/README.md;paper1/code/plot_pareto_payload.py;paper1/code/recompute_policy_200seed.py
paper1/results/bler_sionna/PROVENANCE_ofdm.txt,ALIVE,MOVE,results/provenance/PROVENANCE_ofdm.txt,paper1/code/extra_experiments/v3_eval.py
paper1/results/bler_sionna/PROVENANCE_rician.txt,KEEP-P5,MOVE,results/provenance/PROVENANCE_rician.txt,
paper1/results/bler_sionna/bler_old_vs_new.svg,KEEP-P5,MOVE,results/channel/bler_old_vs_new.svg,
paper1/results/bler_sionna/bler_sionna.csv,ALIVE,MOVE,results/channel/bler_sionna.csv,paper1/CLAIMS.md;paper1/PROTOCOL.md;paper1/README.md
paper1/results/bler_sionna/bler_sionna_ofdm.csv,ALIVE,MOVE,results/channel/bler_sionna_ofdm.csv,paper1/analysis_tools/build_bler_sionna_ofdm.py;paper1/code/extra_experiments/v3_eval.py
paper1/results/bler_sionna/bler_sionna_rician.csv,ALIVE,MOVE,results/channel/bler_sionna_rician.csv,paper1/PROTOCOL.md;paper1/analysis_tools/build_bler_sionna.py;paper1/code/p2_dataprep/eval_p3_sensitivity.py
paper1/results/c256_dominance_verify.csv,ALIVE,MOVE,results/sensitivity/c256_dominance_verify.csv,paper1/CLAIMS.md;paper1/code/verify_c256_dominance.py
paper1/results/canonical_f1_columns.csv,ALIVE,MOVE,results/sensitivity/canonical_f1_columns.csv,paper1/code/recompute_canonical_f1.py
paper1/results/canonical_gt_PROVENANCE.txt,KEEP-P5,MOVE,results/provenance/canonical_gt_PROVENANCE.txt,
paper1/results/canonical_rescore.csv,KEEP-P5,MOVE,results/sensitivity/canonical_rescore.csv,
paper1/results/ego_only_acceptance.csv,KEEP-P5,MOVE,results/main/ego_only_acceptance.csv,
paper1/results/f1_ap_decoupling_culver.csv,KEEP-P5,MOVE,results/sensitivity/f1_ap_decoupling_culver.csv,
paper1/results/f1_ap_decoupling_culver.md,KEEP-P5,MOVE,results/sensitivity/f1_ap_decoupling_culver.md,
paper1/results/feature_importance.csv,ALIVE,MOVE,results/main/feature_importance.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/plot_feature_importance.py
paper1/results/frontier_payload_invariance.csv,ALIVE,MOVE,results/sensitivity/frontier_payload_invariance.csv,paper1/code/extra_experiments/a1_pareto.py;paper1/code/recompute_policy_200seed.py
paper1/results/gamma_mechanism.csv,KEEP-P5,MOVE,results/sensitivity/gamma_mechanism.csv,
paper1/results/gt_audit.csv,KEEP-P5,MOVE,results/sensitivity/gt_audit.csv,
paper1/results/gt_object_stats.csv,KEEP-P5,MOVE,results/sensitivity/gt_object_stats.csv,
paper1/results/harm_stratum_structural.csv,KEEP-P5,MOVE,results/sensitivity/harm_stratum_structural.csv,
paper1/results/jscc/channel_codec_ap_test.csv,KEEP-P5,MOVE,results/baselines/importance_map_jscc/channel_codec_ap_test.csv,
paper1/results/jscc/channel_codec_ap_validate.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/channel_codec_ap_validate.csv,paper1/code/plot_ap_snr.py
paper1/results/jscc/interp_probe_mae.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/interp_probe_mae.csv,paper1/code/extra_experiments/jscc_perframe/score_jscc.py
paper1/results/jscc/jscc_ap_f1.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/jscc_ap_f1.csv,paper1/code/extra_experiments/jscc_perframe/score_jscc.py;paper1/code/plot_ap_snr.py
paper1/results/jscc/two_regime_edge.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/two_regime_edge.csv,paper1/code/extra_experiments/jscc_perframe/build_two_regime_edge.py
paper1/results/jscc/two_regime_edge_clean.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/two_regime_edge_clean.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py
paper1/results/jscc/two_regime_kfold_diag.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/two_regime_kfold_diag.csv,paper1/README.md;paper1/REPRODUCE.md;paper1/code/extra_experiments/jscc_perframe/kfold_two_regime_diag.py
paper1/results/jscc_selector_awgn.csv,KEEP-P5,MOVE,results/baselines/importance_map_jscc/jscc_selector_awgn.csv,
paper1/results/jscc_selector_ofdm.csv,ALIVE,MOVE,results/baselines/importance_map_jscc/jscc_selector_ofdm.csv,paper1/README.md
paper1/results/jscc_selector_rayleigh.csv,KEEP-P5,MOVE,results/baselines/importance_map_jscc/jscc_selector_rayleigh.csv,
paper1/results/l_channel_reliability.csv,ALIVE,MOVE,results/sensitivity/l_channel_reliability.csv,paper1/README.md
paper1/results/ldpc_qam_bler_table.csv,DELETE,DELETE,,paper1/README.md;paper1/code/extra_experiments/jscc_perframe/make_two_regime_figure.py;paper1/code/make_dataset.py
paper1/results/multiseed_hardening.csv,ALIVE,MOVE,results/sensitivity/multiseed_hardening.csv,paper1/README.md
